,Book Title,Book Link,Book Author,Book Review,Book Type
1,Brick Lane,https://www.amazon.co.uk/dp/0552771155?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Monica Ali,"A striking debut novel filled with humour and humility.  A tale of two Muslim sisters told with acute observation of cultural and emotional tensions.  One based in an East End London community following the aftermath of 9/11, and the other in a traditional Bangladeshi village.   Believe the hype!

",A Little Happy
2,Girl in a Blue Dress,https://www.amazon.co.uk/dp/0955647614?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Gaynor Arnold,"Dorothea mourns the death of the estranged husband she never stopped loving but his sudden passing provides the opportunity to find out why he treated her so shabbily. The marriage of Charles Dickens (the original celebrity author - charismatic yet capable of so  much damage) was the inspiration behind this fascinating tale. A real insight into the hypocrisy of Victorian society – and the powerless of women, whatever their social standing.   <br /><br />",A Little Happy
3,The Temple of Optimism,https://www.amazon.co.uk/dp/0224060759?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,James Fleming,"A very spritely look at country life in the 18th century. Will young man about town Ned sell his inheritance, the pretty but crumbling Temple of Optimism, or stay and become a gentleman farmer? Will Lady Apreece follow her heart, having fallen for a man ten years younger, or stay in her loveless marriage as society expects?  A very luscious book, full of rich, sensuous images, all about love and money. <br /><br /><br />",A Little Happy
4,Holy Smoke,https://www.amazon.co.uk/dp/190473801X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Tonino Benacquista,"Tonio Polsinelli, born in Paris of Italian parents, inherits a vineyard near Naples when his friend Dario is shot in the head.  What is so special about a small vineyard which produces awful wine, and why would anyone want to kill the owner, a singer and gigolo whom Tonio could not imagine harvesting grapes in the hot sun? Tonio travels to Italy to find the answer. If this sounds like a Mafia story you would be only partly right since this darkly humorous book is also about the impossibility of translating Italian into French, wine, miracles, the church, and the importance of matching the shape of the pasta to the sauce.    
",A Little Happy
5,We Are All Made of Glue,https://www.amazon.co.uk/dp/0241961831?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Marina Lewycka,"This is an amusing, chaotic, tumble through a year in the life of a Jewish north London neighbourhood, with a pervasive thread of something a little darker.  However local the setting, or endearing the larger-than-life characters, no one is immune from the continuity of past and present, nor escapes the wider web of human connections.",A Little Happy
6,The Death of Lomond Friel,https://www.amazon.co.uk/dp/0099539853?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Sue Peebles,"There's nothing like a crisis for pulling a family together and apart simultaneously.   And if you were Lomond Friel, I bet you wouldn't know which option is best.   Sue Peebles's portrait of the Friel family is a delicious treat to be savoured, especially if you know what it is like to cope with a relative with a serious illness.   This book is compassionate and rings so true. ",A Little Happy
7,Angels,https://www.amazon.co.uk/dp/0241958423?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Marian Keyes,"Wow!  What a great, fun, holiday read.  Fast paced and true to life, with believable characters you may even start giving advice to.
Maggie's marriage is in ruins, and she decides to spend a month with her best friend, an impoverished script writer,in Los Angeles.  She meets strange LA actors and models and has sexual dalliances, but will she eventually find herself and 'live happily ever after'?

",A Little Happy
8,Running Rings,https://www.amazon.co.uk/dp/B01LP7MRKC?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,John McLaren,"There's trouble for everyone when an unscrupulous greedy financial advisor attempts to manipulate a gangster old firm.  Only his fiancee, the gang's boss's lawyer daughter, with some unlikely friends, can stop all hell breaking loose in this very entertaining caper.
",A Little Happy
9,The Wrong Boy,https://www.amazon.co.uk/dp/0552996459?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Willy Russell,"Extraordinary debut from an already accomplished writer.  Written as a series of letters by 'wrong boy' Raymond Marks to the singer Morrissey the story is told mainly in flashback.  By turns hughly funny and very poignant.  Guaranteed to make you laugh and cry, probably at the same time.  




",A Little Happy
10,Holy Fire,https://www.amazon.co.uk/dp/B089KFDYKX?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Bruce Sterling,"If you're interested in ideas about how humankind might develop in the future, then this is the book for you.  A thought-provoking read.
",A Little Happy
11,John Saturnall's Feast,https://www.amazon.co.uk/dp/B00CB5X8OM?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Lawrence Norfolk,"An historic tale to tempt the taste buds. The need to belong frames this journey of self discovery set at the time of the English civil war. A complex story is woven together through notions of witchcraft and hidden truths and follows pathways that are often harsh and dangerous, but never dull.  Rich and dense, the book is infused with vivid culinary descriptions to almost taste and smell.  A fast paced narrative and a feast of a book!",A Little Happy
12,Looking for Mr Nobody,https://www.amazon.co.uk/dp/B01LPE61C0?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Sue Rann,"Set in Amsterdam this fast-paced thriller deals with an illegal drugs testing programme which is using street people as guinea pigs.  The story alternates between the two main characters, Robin (female) and Jan (male) whose paths are destined to cross.

I liked the speed of the narrative of this book and the zany, yet entirely convincing characters.


",A Little Happy
13,The Mango Season,https://www.amazon.co.uk/dp/1092928790?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Amulya Malladi,"This is the family reunion from hell.  Bitching aunts, unmarried daughters, patriarchal men, sons scared of their parents, an arranged marriage to a suitable boy, enough mango chutney to sink a battleship, and a very unsuitable girl.  And the coup de theatre at the end had me laughing out loud.
",A Little Happy
14,The Water-blue Eyes,https://www.amazon.co.uk/dp/B01JK2Q0R0?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Domingo Villar,"Spanish Euro Crime for a change.  Fabulous description of the Galician scene and a gruesome plot lightened by lots of humour.  A young saxophone player is found dead in horrible circumstances; it looks like a sex crime.  Police Inspector Leo Caldas, who is becoming famous for his radio phone-in programme,  investigates and finds things are not quite what they seem.  Very atmospheric and often quirky - an author to watch.",A Little Happy
15,Air,https://www.amazon.co.uk/dp/0575078111?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Geoff Ryman,A wonderfully inventive and somewhat terrifying view of a world where the internet links directly to the brain - yet an old-fashioned tale of the peasants' struggle to survive and succeed - and Mae is the shrewdest of heroines.  I loved every minute of it!,A Little Happy
16,French Exit,https://www.amazon.co.uk/dp/1526601192?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Patrick deWitt,"French Exit (aka ‘ghosting’) is a term for leaving a social situation without saying goodbye to the hosts - a particularly apt title for this novel about New Yorker socialites (a dysfunctional mother and son relationship) decamping to Paris after being declared bankrupt. This old fashioned tragicomedy of manners, with its absurdist plot and cast of stock farce dramatis personae, is a must for lovers of social satire like myself.",A Little Happy
17,Brainstorm,https://www.amazon.co.uk/dp/0099274833?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Richard Dooling,"Up your reading pace to engage with the fast track world of corporate law and enjoy this witty, satirical novel full of wicked caricatures.  It kicks the ass of the American legal system brilliantly.





",A Little Happy
18,The Business,https://www.amazon.co.uk/dp/0349139229?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Iain Banks,"This is a witty, tongue-in-cheek exploration of high business and intrigue which as well as details of fine clothes, dining and living, includes amusing thumbnail sketches of flights, hotel rooms and chauffeur-driven car journeys.  After a dramatic start I was expecting it to be a high-action read but the plot, when it does develop, is more of a gentle journey. 




",A Little Happy
19,The Testimony of Taliesin Jones,https://www.amazon.co.uk/dp/0241972140?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Rhidian Brook,"Ever wondered what it feels like to be a child floating above the world, observing all from a distance?  If so, then Taliesin will feel like a soulmate.  A soft-boiled book which slides through the defences of scepticism.


",A Little Happy
20,That They May Face The Rising Sun,https://www.amazon.co.uk/dp/0571225721?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,John McGahern,"A soothing book.  I had difficulty getting my ear in for the first few pages, but then I was gently lulled by the pace and rhythms of the country life described.  I did not want this book to end.
",A Little Happy
21,One More Thing,https://www.amazon.co.uk/dp/0349139970?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,B J Novak,"Recommended not only for the many fans of the author and stand-up comedian, but also for those who enjoy earlier Woody Allen films.  Plus those who want stories to make them laugh and make them think - but who sometimes only have time to read one page or less. ",A Little Happy
22,My Friend Jesus Christ,https://www.amazon.co.uk/dp/1846272106?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Lars Husum,"Niko’s life has been one of self-destruction and violence since his parents’ deaths. Sent into turmoil by a series of traumatic events he submits himself to a stranger who introduces himself as Jesus Christ.  I found Niko increasingly sympathetic and I was willing him to succeed in the tasks that Jesus assigns him.  In this story of friendship, remorse, and trust, Husum creates a light-hearted and poignant feel to serious subject matters. ",A Little Happy
23,Touchy Subjects,https://www.amazon.co.uk/dp/1844087395?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Emma Donoghue,"I love this collection of short stories on ‘touchy subjects’.  All human life is there, babies, domesticity, meetings with strangers, desire and, of course, death.  Nothing is sacred in this book. Everything can be talked about with a dash of wry humour, the odd belly laugh and the occasional tear in the eye. <br />
",A Little Happy
24,The Watchmaker of Filigree Street,https://www.amazon.co.uk/dp/1408854317?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Natasha Pulley,"Thaniel works at the Whitehall Telegraph Office where warnings of the Clan na Gael bombings are received. Clockwork devices time the explosions but which London watchmaker is manufacturing these? Helped by Grace, a physics student from Oxford and Mori, a Japanese watchmaker, Thaniel races against time to prevent the next atrocity. This first novel, with brilliant characters, is clever, funny, exciting, tender and extremely atmospheric.",A Little Happy
